country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Ecuador,2009,male,15-24 years,214,1419517,15.08,Ecuador2009,,"62,519,686,000",4762,Millenials
Ecuador,2009,male,75+ years,20,155307,12.88,Ecuador2009,,"62,519,686,000",4762,Silent
Ecuador,2009,male,35-54 years,180,1600987,11.24,Ecuador2009,,"62,519,686,000",4762,Boomers
Ecuador,2009,female,15-24 years,100,1380435,7.24,Ecuador2009,,"62,519,686,000",4762,Millenials
Ecuador,2009,female,75+ years,9,193481,4.65,Ecuador2009,,"62,519,686,000",4762,Silent
Ecuador,2009,female,25-34 years,48,1155088,4.16,Ecuador2009,,"62,519,686,000",4762,Generation X
Ecuador,2009,female,35-54 years,48,1636049,2.93,Ecuador2009,,"62,519,686,000",4762,Boomers
Ecuador,2009,female,55-74 years,20,734615,2.72,Ecuador2009,,"62,519,686,000",4762,Silent
Ecuador,2009,male,5-14 years,23,1533769,1.5,Ecuador2009,,"62,519,686,000",4762,Generation Z
Ecuador,2009,female,5-14 years,20,1476543,1.35,Ecuador2009,,"62,519,686,000",4762,Generation Z
Ecuador,2010,male,15-24 years,214,1436267,14.9,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Millenials
Ecuador,2010,male,25-34 years,171,1181648,14.47,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Generation X
Ecuador,2010,male,35-54 years,165,1639225,10.07,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Generation X
Ecuador,2010,male,55-74 years,68,713198,9.53,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Silent
Ecuador,2010,male,75+ years,14,160404,8.73,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Silent
Ecuador,2010,female,15-24 years,113,1395797,8.1,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Millenials
Ecuador,2010,female,25-34 years,60,1175139,5.11,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Generation X
Ecuador,2010,female,75+ years,6,200768,2.99,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Silent
Ecuador,2010,female,55-74 years,18,766861,2.35,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Silent
Ecuador,2010,female,35-54 years,39,1675740,2.33,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Generation X
Ecuador,2010,male,5-14 years,26,1536680,1.69,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Generation Z
Ecuador,2010,female,5-14 years,18,1478558,1.22,Ecuador2010,0.7170000000000001,"69,555,367,000",5206,Generation Z
Ecuador,2011,male,15-24 years,200,1449571,13.8,Ecuador2011,0.723,"79,276,664,000",5836,Millenials
Ecuador,2011,male,25-34 years,161,1202963,13.38,Ecuador2011,0.723,"79,276,664,000",5836,Millenials
Ecuador,2011,male,55-74 years,83,741610,11.19,Ecuador2011,0.723,"79,276,664,000",5836,Boomers
Ecuador,2011,male,75+ years,18,166244,10.83,Ecuador2011,0.723,"79,276,664,000",5836,Silent
Ecuador,2011,male,35-54 years,160,1677115,9.54,Ecuador2011,0.723,"79,276,664,000",5836,Generation X
Ecuador,2011,female,15-24 years,120,1408696,8.52,Ecuador2011,0.723,"79,276,664,000",5836,Millenials
Ecuador,2011,female,25-34 years,51,1195816,4.26,Ecuador2011,0.723,"79,276,664,000",5836,Millenials
Ecuador,2011,female,35-54 years,45,1715068,2.62,Ecuador2011,0.723,"79,276,664,000",5836,Generation X
Ecuador,2011,female,5-14 years,32,1480934,2.16,Ecuador2011,0.723,"79,276,664,000",5836,Generation Z
Ecuador,2011,male,5-14 years,32,1539867,2.08,Ecuador2011,0.723,"79,276,664,000",5836,Generation Z
Ecuador,2011,female,75+ years,4,208097,1.92,Ecuador2011,0.723,"79,276,664,000",5836,Silent
Ecuador,2011,female,55-74 years,12,797572,1.5,Ecuador2011,0.723,"79,276,664,000",5836,Boomers
Ecuador,2012,male,15-24 years,240,1462193,16.41,Ecuador2012,0.727,"87,924,544,000",6364,Millenials
Ecuador,2012,male,25-34 years,164,1225594,13.38,Ecuador2012,0.727,"87,924,544,000",6364,Millenials
Ecuador,2012,male,55-74 years,87,771426,11.28,Ecuador2012,0.727,"87,924,544,000",6364,Boomers
Ecuador,2012,male,75+ years,19,172083,11.04,Ecuador2012,0.727,"87,924,544,000",6364,Silent
Ecuador,2012,male,35-54 years,162,1715827,9.44,Ecuador2012,0.727,"87,924,544,000",6364,Generation X
Ecuador,2012,female,15-24 years,118,1420727,8.31,Ecuador2012,0.727,"87,924,544,000",6364,Millenials
Ecuador,2012,female,25-34 years,55,1217762,4.52,Ecuador2012,0.727,"87,924,544,000",6364,Millenials
Ecuador,2012,female,35-54 years,48,1755189,2.73,Ecuador2012,0.727,"87,924,544,000",6364,Generation X
Ecuador,2012,male,5-14 years,39,1544899,2.52,Ecuador2012,0.727,"87,924,544,000",6364,Generation Z
Ecuador,2012,female,75+ years,4,215613,1.86,Ecuador2012,0.727,"87,924,544,000",6364,Silent
Ecuador,2012,female,5-14 years,27,1484824,1.82,Ecuador2012,0.727,"87,924,544,000",6364,Generation Z
Ecuador,2012,female,55-74 years,13,829724,1.57,Ecuador2012,0.727,"87,924,544,000",6364,Boomers
Ecuador,2013,male,75+ years,23,178094,12.91,Ecuador2013,0.73,"95,129,659,000",6769,Silent
Ecuador,2013,male,15-24 years,156,1473845,10.58,Ecuador2013,0.73,"95,129,659,000",6769,Millenials
Ecuador,2013,male,25-34 years,111,1248815,8.89,Ecuador2013,0.73,"95,129,659,000",6769,Millenials
Ecuador,2013,male,55-74 years,65,802441,8.1,Ecuador2013,0.73,"95,129,659,000",6769,Boomers
Ecuador,2013,female,15-24 years,89,1431562,6.22,Ecuador2013,0.73,"95,129,659,000",6769,Millenials
Ecuador,2013,male,35-54 years,106,1755019,6.04,Ecuador2013,0.73,"95,129,659,000",6769,Generation X
Ecuador,2013,female,25-34 years,30,1240273,2.42,Ecuador2013,0.73,"95,129,659,000",6769,Millenials
Ecuador,2013,male,5-14 years,29,1551821,1.87,Ecuador2013,0.73,"95,129,659,000",6769,Generation Z
Ecuador,2013,female,35-54 years,32,1795728,1.78,Ecuador2013,0.73,"95,129,659,000",6769,Generation X
Ecuador,2013,female,55-74 years,12,863112,1.39,Ecuador2013,0.73,"95,129,659,000",6769,Boomers
Ecuador,2013,female,75+ years,3,223521,1.34,Ecuador2013,0.73,"95,129,659,000",6769,Silent
Ecuador,2013,female,5-14 years,20,1490382,1.34,Ecuador2013,0.73,"95,129,659,000",6769,Generation Z
Ecuador,2014,male,75+ years,25,184452,13.55,Ecuador2014,0.732,"101,726,331,000",7116,Silent
Ecuador,2014,male,15-24 years,164,1484064,11.05,Ecuador2014,0.732,"101,726,331,000",7116,Millenials
Ecuador,2014,male,25-34 years,123,1271545,9.67,Ecuador2014,0.732,"101,726,331,000",7116,Millenials
Ecuador,2014,male,55-74 years,74,834436,8.87,Ecuador2014,0.732,"101,726,331,000",7116,Boomers
Ecuador,2014,male,35-54 years,153,1794205,8.53,Ecuador2014,0.732,"101,726,331,000",7116,Generation X
Ecuador,2014,female,15-24 years,77,1440731,5.34,Ecuador2014,0.732,"101,726,331,000",7116,Millenials
Ecuador,2014,female,25-34 years,33,1262288,2.61,Ecuador2014,0.732,"101,726,331,000",7116,Millenials
Ecuador,2014,male,5-14 years,28,1560323,1.79,Ecuador2014,0.732,"101,726,331,000",7116,Generation Z
Ecuador,2014,female,55-74 years,16,897482,1.78,Ecuador2014,0.732,"101,726,331,000",7116,Boomers
Ecuador,2014,female,5-14 years,18,1497410,1.2,Ecuador2014,0.732,"101,726,331,000",7116,Generation Z
Ecuador,2014,female,35-54 years,22,1836144,1.2,Ecuador2014,0.732,"101,726,331,000",7116,Generation X
Ecuador,2014,female,75+ years,1,232065,0.43,Ecuador2014,0.732,"101,726,331,000",7116,Silent
Ecuador,2015,male,75+ years,40,191306,20.91,Ecuador2015,,"99,290,381,000",6832,Silent
Ecuador,2015,male,15-24 years,234,1492713,15.68,Ecuador2015,,"99,290,381,000",6832,Millenials
Ecuador,2015,male,25-34 years,185,1293193,14.31,Ecuador2015,,"99,290,381,000",6832,Millenials
Ecuador,2015,male,55-74 years,108,867314,12.45,Ecuador2015,,"99,290,381,000",6832,Boomers
Ecuador,2015,male,35-54 years,205,1833181,11.18,Ecuador2015,,"99,290,381,000",6832,Generation X
Ecuador,2015,female,15-24 years,110,1448112,7.6,Ecuador2015,,"99,290,381,000",6832,Millenials
Ecuador,2015,female,25-34 years,56,1283175,4.36,Ecuador2015,,"99,290,381,000",6832,Millenials
Ecuador,2015,female,35-54 years,46,1876229,2.45,Ecuador2015,,"99,290,381,000",6832,Generation X
Ecuador,2015,female,55-74 years,22,932718,2.36,Ecuador2015,,"99,290,381,000",6832,Boomers
Ecuador,2015,male,5-14 years,35,1569519,2.23,Ecuador2015,,"99,290,381,000",6832,Generation Z
Ecuador,2015,female,75+ years,5,241437,2.07,Ecuador2015,,"99,290,381,000",6832,Silent
Ecuador,2015,female,5-14 years,27,1505127,1.79,Ecuador2015,,"99,290,381,000",6832,Generation Z
Finland,1987,male,75+ years,57,80200,71.07,Finland1987,,"91,642,093,873",19861,G.I. Generation
Finland,1987,male,35-54 years,422,687900,61.35,Finland1987,,"91,642,093,873",19861,Silent
Finland,1987,male,55-74 years,225,380700,59.1,Finland1987,,"91,642,093,873",19861,G.I. Generation
Finland,1987,male,25-34 years,222,397800,55.81,Finland1987,,"91,642,093,873",19861,Boomers
Finland,1987,male,15-24 years,135,355900,37.93,Finland1987,,"91,642,093,873",19861,Generation X
Finland,1987,female,55-74 years,99,506400,19.55,Finland1987,,"91,642,093,873",19861,G.I. Generation
Finland,1987,female,35-54 years,122,667400,18.28,Finland1987,,"91,642,093,873",19861,Silent
Finland,1987,female,25-34 years,44,379700,11.59,Finland1987,,"91,642,093,873",19861,Boomers
Finland,1987,female,15-24 years,26,341900,7.6,Finland1987,,"91,642,093,873",19861,Generation X
Finland,1987,female,75+ years,7,182100,3.84,Finland1987,,"91,642,093,873",19861,G.I. Generation
Finland,1987,male,5-14 years,4,324400,1.23,Finland1987,,"91,642,093,873",19861,Generation X
Finland,1987,female,5-14 years,0,309700,0.0,Finland1987,,"91,642,093,873",19861,Generation X
Finland,1988,male,75+ years,54,82300,65.61,Finland1988,,"109,103,056,148",23546,G.I. Generation
Finland,1988,male,35-54 years,458,702100,65.23,Finland1988,,"109,103,056,148",23546,Silent
Finland,1988,male,25-34 years,238,394200,60.38,Finland1988,,"109,103,056,148",23546,Boomers
Finland,1988,male,55-74 years,218,383500,56.84,Finland1988,,"109,103,056,148",23546,G.I. Generation
Finland,1988,male,15-24 years,137,346100,39.58,Finland1988,,"109,103,056,148",23546,Generation X
Finland,1988,female,35-54 years,124,680500,18.22,Finland1988,,"109,103,056,148",23546,Silent
Finland,1988,female,55-74 years,89,504600,17.64,Finland1988,,"109,103,056,148",23546,G.I. Generation
Finland,1988,female,75+ years,27,187500,14.4,Finland1988,,"109,103,056,148",23546,G.I. Generation
Finland,1988,female,25-34 years,29,377000,7.69,Finland1988,,"109,103,056,148",23546,Boomers
Finland,1988,female,15-24 years,25,332300,7.52,Finland1988,,"109,103,056,148",23546,Generation X
Finland,1988,male,5-14 years,2,329100,0.61,Finland1988,,"109,103,056,148",23546,Generation X
Finland,1988,female,5-14 years,1,314400,0.32,Finland1988,,"109,103,056,148",23546,Generation X
Finland,1989,male,75+ years,72,84000,85.71,Finland1989,,"119,064,708,328",25582,G.I. Generation
Finland,1989,male,35-54 years,439,715700,61.34,Finland1989,,"119,064,708,328",25582,Silent
Finland,1989,male,55-74 years,231,386700,59.74,Finland1989,,"119,064,708,328",25582,G.I. Generation
Finland,1989,male,25-34 years,203,392000,51.79,Finland1989,,"119,064,708,328",25582,Boomers
Finland,1989,male,15-24 years,170,337400,50.39,Finland1989,,"119,064,708,328",25582,Generation X
Finland,1989,female,35-54 years,127,693900,18.3,Finland1989,,"119,064,708,328",25582,Silent
Finland,1989,female,55-74 years,86,502900,17.1,Finland1989,,"119,064,708,328",25582,G.I. Generation
Finland,1989,female,75+ years,21,192000,10.94,Finland1989,,"119,064,708,328",25582,G.I. Generation
Finland,1989,female,25-34 years,40,374900,10.67,Finland1989,,"119,064,708,328",25582,Boomers
Finland,1989,female,15-24 years,21,323900,6.48,Finland1989,,"119,064,708,328",25582,Generation X
Finland,1989,male,5-14 years,3,332800,0.9,Finland1989,,"119,064,708,328",25582,Generation X
Finland,1989,female,5-14 years,0,318100,0.0,Finland1989,,"119,064,708,328",25582,Generation X
Finland,1990,male,75+ years,77,85500,90.06,Finland1990,0.7829999999999999,"141,517,648,888",30271,G.I. Generation
Finland,1990,male,35-54 years,483,728500,66.3,Finland1990,0.7829999999999999,"141,517,648,888",30271,Silent
Finland,1990,male,25-34 years,250,389800,64.14,Finland1990,0.7829999999999999,"141,517,648,888",30271,Boomers
Finland,1990,male,55-74 years,210,391100,53.69,Finland1990,0.7829999999999999,"141,517,648,888",30271,G.I. Generation
Finland,1990,male,15-24 years,169,332100,50.89,Finland1990,0.7829999999999999,"141,517,648,888",30271,Generation X
Finland,1990,female,55-74 years,92,502700,18.3,Finland1990,0.7829999999999999,"141,517,648,888",30271,G.I. Generation
Finland,1990,female,35-54 years,124,706200,17.56,Finland1990,0.7829999999999999,"141,517,648,888",30271,Silent
Finland,1990,female,25-34 years,48,372600,12.88,Finland1990,0.7829999999999999,"141,517,648,888",30271,Boomers
Finland,1990,female,15-24 years,35,318800,10.98,Finland1990,0.7829999999999999,"141,517,648,888",30271,Generation X
Finland,1990,female,75+ years,20,195600,10.22,Finland1990,0.7829999999999999,"141,517,648,888",30271,G.I. Generation
Finland,1990,male,5-14 years,4,333400,1.2,Finland1990,0.7829999999999999,"141,517,648,888",30271,Generation X
Finland,1990,female,5-14 years,0,318800,0.0,Finland1990,0.7829999999999999,"141,517,648,888",30271,Generation X
Finland,1991,male,75+ years,67,86300,77.64,Finland1991,,"127,866,490,222",27214,G.I. Generation
Finland,1991,male,25-34 years,257,387500,66.32,Finland1991,,"127,866,490,222",27214,Boomers
Finland,1991,male,35-54 years,489,741700,65.93,Finland1991,,"127,866,490,222",27214,Boomers
Finland,1991,male,55-74 years,235,396600,59.25,Finland1991,,"127,866,490,222",27214,Silent
Finland,1991,male,15-24 years,139,329300,42.21,Finland1991,,"127,866,490,222",27214,Generation X
Finland,1991,female,35-54 years,134,718800,18.64,Finland1991,,"127,866,490,222",27214,Boomers
Finland,1991,female,55-74 years,82,504100,16.27,Finland1991,,"127,866,490,222",27214,Silent
Finland,1991,female,75+ years,25,198300,12.61,Finland1991,,"127,866,490,222",27214,G.I. Generation
Finland,1991,female,25-34 years,39,370800,10.52,Finland1991,,"127,866,490,222",27214,Boomers
Finland,1991,female,15-24 years,23,315400,7.29,Finland1991,,"127,866,490,222",27214,Generation X
Finland,1991,male,5-14 years,3,332000,0.9,Finland1991,,"127,866,490,222",27214,Millenials
Finland,1991,female,5-14 years,0,317700,0.0,Finland1991,,"127,866,490,222",27214,Millenials
Finland,1992,male,35-54 years,517,754100,68.56,Finland1992,,"112,625,431,378",23857,Boomers
Finland,1992,male,25-34 years,254,385700,65.85,Finland1992,,"112,625,431,378",23857,Boomers
Finland,1992,male,75+ years,56,87100,64.29,Finland1992,,"112,625,431,378",23857,G.I. Generation
Finland,1992,male,55-74 years,211,402500,52.42,Finland1992,,"112,625,431,378",23857,Silent
Finland,1992,male,15-24 years,115,326900,35.18,Finland1992,,"112,625,431,378",23857,Generation X
Finland,1992,female,35-54 years,132,730300,18.07,Finland1992,,"112,625,431,378",23857,Boomers
Finland,1992,female,55-74 years,71,505800,14.04,Finland1992,,"112,625,431,378",23857,Silent
Finland,1992,female,25-34 years,46,369300,12.46,Finland1992,,"112,625,431,378",23857,Boomers
Finland,1992,female,75+ years,19,200900,9.46,Finland1992,,"112,625,431,378",23857,G.I. Generation
Finland,1992,female,15-24 years,26,312700,8.31,Finland1992,,"112,625,431,378",23857,Generation X
Finland,1992,male,5-14 years,3,330000,0.91,Finland1992,,"112,625,431,378",23857,Millenials
Finland,1992,female,5-14 years,1,315600,0.32,Finland1992,,"112,625,431,378",23857,Millenials
Finland,1993,male,35-54 years,514,762900,67.37,Finland1993,,"89,255,751,015",18826,Boomers
Finland,1993,male,75+ years,59,87700,67.27,Finland1993,,"89,255,751,015",18826,G.I. Generation
Finland,1993,male,25-34 years,215,384100,55.98,Finland1993,,"89,255,751,015",18826,Boomers
Finland,1993,male,55-74 years,208,409500,50.79,Finland1993,,"89,255,751,015",18826,Silent
Finland,1993,male,15-24 years,107,324200,33.0,Finland1993,,"89,255,751,015",18826,Generation X
Finland,1993,female,35-54 years,138,738900,18.68,Finland1993,,"89,255,751,015",18826,Boomers
Finland,1993,female,55-74 years,80,508400,15.74,Finland1993,,"89,255,751,015",18826,Silent
Finland,1993,female,25-34 years,49,368000,13.32,Finland1993,,"89,255,751,015",18826,Boomers
Finland,1993,female,75+ years,13,203400,6.39,Finland1993,,"89,255,751,015",18826,G.I. Generation
Finland,1993,female,15-24 years,10,310000,3.23,Finland1993,,"89,255,751,015",18826,Generation X
Finland,1993,male,5-14 years,3,329100,0.91,Finland1993,,"89,255,751,015",18826,Millenials
Finland,1993,female,5-14 years,1,314800,0.32,Finland1993,,"89,255,751,015",18826,Millenials
Finland,1994,male,35-54 years,484,769800,62.87,Finland1994,,"103,321,570,859",21699,Boomers
Finland,1994,male,75+ years,53,88000,60.23,Finland1994,,"103,321,570,859",21699,G.I. Generation
Finland,1994,male,25-34 years,195,380600,51.23,Finland1994,,"103,321,570,859",21699,Boomers
Finland,1994,male,55-74 years,199,418700,47.53,Finland1994,,"103,321,570,859",21699,Silent
Finland,1994,male,15-24 years,147,322800,45.54,Finland1994,,"103,321,570,859",21699,Generation X
Finland,1994,female,35-54 years,156,745700,20.92,Finland1994,,"103,321,570,859",21699,Boomers
Finland,1994,female,55-74 years,68,513900,13.23,Finland1994,,"103,321,570,859",21699,Silent
Finland,1994,female,25-34 years,39,364700,10.69,Finland1994,,"103,321,570,859",21699,Boomers
Finland,1994,female,75+ years,19,204200,9.3,Finland1994,,"103,321,570,859",21699,G.I. Generation
Finland,1994,female,15-24 years,24,308800,7.77,Finland1994,,"103,321,570,859",21699,Generation X
Finland,1994,male,5-14 years,2,329500,0.61,Finland1994,,"103,321,570,859",21699,Millenials
Finland,1994,female,5-14 years,1,314900,0.32,Finland1994,,"103,321,570,859",21699,Millenials
Finland,1995,male,35-54 years,489,778700,62.8,Finland1995,0.815,"134,199,346,405",28068,Boomers
Finland,1995,male,75+ years,49,89200,54.93,Finland1995,0.815,"134,199,346,405",28068,G.I. Generation
Finland,1995,male,55-74 years,226,424900,53.19,Finland1995,0.815,"134,199,346,405",28068,Silent
Finland,1995,male,25-34 years,194,374600,51.79,Finland1995,0.815,"134,199,346,405",28068,Generation X
Finland,1995,male,15-24 years,118,322700,36.57,Finland1995,0.815,"134,199,346,405",28068,Generation X
Finland,1995,female,35-54 years,138,754600,18.29,Finland1995,0.815,"134,199,346,405",28068,Boomers
Finland,1995,female,55-74 years,76,516300,14.72,Finland1995,0.815,"134,199,346,405",28068,Silent
Finland,1995,female,25-34 years,48,358900,13.37,Finland1995,0.815,"134,199,346,405",28068,Generation X
Finland,1995,female,75+ years,20,206800,9.67,Finland1995,0.815,"134,199,346,405",28068,G.I. Generation
Finland,1995,female,15-24 years,26,308900,8.42,Finland1995,0.815,"134,199,346,405",28068,Generation X
Finland,1995,male,5-14 years,4,330200,1.21,Finland1995,0.815,"134,199,346,405",28068,Millenials
Finland,1995,female,5-14 years,0,315500,0.0,Finland1995,0.815,"134,199,346,405",28068,Millenials
Finland,1996,male,35-54 years,439,784900,55.93,Finland1996,,"132,099,404,608",27508,Boomers
Finland,1996,male,25-34 years,183,367300,49.82,Finland1996,,"132,099,404,608",27508,Generation X
Finland,1996,male,75+ years,44,91800,47.93,Finland1996,,"132,099,404,608",27508,G.I. Generation
Finland,1996,male,55-74 years,186,432600,43.0,Finland1996,,"132,099,404,608",27508,Silent
Finland,1996,male,15-24 years,110,324000,33.95,Finland1996,,"132,099,404,608",27508,Generation X
Finland,1996,female,35-54 years,123,760900,16.17,Finland1996,,"132,099,404,608",27508,Boomers
Finland,1996,female,55-74 years,76,518600,14.65,Finland1996,,"132,099,404,608",27508,Silent
Finland,1996,female,25-34 years,44,352400,12.49,Finland1996,,"132,099,404,608",27508,Generation X
Finland,1996,female,75+ years,15,212000,7.08,Finland1996,,"132,099,404,608",27508,G.I. Generation
Finland,1996,female,15-24 years,21,310000,6.77,Finland1996,,"132,099,404,608",27508,Generation X
Finland,1996,female,5-14 years,3,316600,0.95,Finland1996,,"132,099,404,608",27508,Millenials
Finland,1996,male,5-14 years,3,331100,0.91,Finland1996,,"132,099,404,608",27508,Millenials
Finland,1997,male,35-54 years,473,791600,59.75,Finland1997,,"126,833,123,354",26296,Boomers
Finland,1997,male,75+ years,53,94200,56.26,Finland1997,,"126,833,123,354",26296,G.I. Generation
Finland,1997,male,25-34 years,179,359000,49.86,Finland1997,,"126,833,123,354",26296,Generation X
Finland,1997,male,55-74 years,204,439900,46.37,Finland1997,,"126,833,123,354",26296,Silent
Finland,1997,male,15-24 years,128,327400,39.1,Finland1997,,"126,833,123,354",26296,Generation X
Finland,1997,female,35-54 years,133,767800,17.32,Finland1997,,"126,833,123,354",26296,Boomers
Finland,1997,female,55-74 years,65,520600,12.49,Finland1997,,"126,833,123,354",26296,Silent
Finland,1997,female,25-34 years,43,344700,12.47,Finland1997,,"126,833,123,354",26296,Generation X
Finland,1997,female,75+ years,19,216600,8.77,Finland1997,,"126,833,123,354",26296,G.I. Generation
Finland,1997,female,15-24 years,22,313000,7.03,Finland1997,,"126,833,123,354",26296,Generation X
Finland,1997,female,5-14 years,2,317100,0.63,Finland1997,,"126,833,123,354",26296,Millenials
Finland,1997,male,5-14 years,1,331300,0.3,Finland1997,,"126,833,123,354",26296,Millenials
Finland,1998,male,75+ years,64,97127,65.89,Finland1998,,"133,936,359,591",27646,G.I. Generation
Finland,1998,male,35-54 years,413,800963,51.56,Finland1998,,"133,936,359,591",27646,Boomers
Finland,1998,male,25-34 years,172,349779,49.17,Finland1998,,"133,936,359,591",27646,Generation X
Finland,1998,male,55-74 years,212,444259,47.72,Finland1998,,"133,936,359,591",27646,Silent
Finland,1998,male,15-24 years,98,332503,29.47,Finland1998,,"133,936,359,591",27646,Generation X
Finland,1998,female,55-74 years,77,519680,14.82,Finland1998,,"133,936,359,591",27646,Silent
Finland,1998,female,35-54 years,105,777618,13.5,Finland1998,,"133,936,359,591",27646,Boomers
Finland,1998,female,25-34 years,38,335477,11.33,Finland1998,,"133,936,359,591",27646,Generation X
Finland,1998,female,75+ years,19,221795,8.57,Finland1998,,"133,936,359,591",27646,G.I. Generation
Finland,1998,female,15-24 years,25,318057,7.86,Finland1998,,"133,936,359,591",27646,Generation X
Finland,1998,male,5-14 years,3,330609,0.91,Finland1998,,"133,936,359,591",27646,Millenials
Finland,1998,female,5-14 years,2,316806,0.63,Finland1998,,"133,936,359,591",27646,Millenials
Finland,1999,male,75+ years,52,100555,51.71,Finland1999,,"135,225,868,315",27800,G.I. Generation
Finland,1999,male,35-54 years,408,806621,50.58,Finland1999,,"135,225,868,315",27800,Boomers
Finland,1999,male,25-34 years,167,341340,48.92,Finland1999,,"135,225,868,315",27800,Generation X
Finland,1999,male,55-74 years,204,451311,45.2,Finland1999,,"135,225,868,315",27800,Silent
Finland,1999,male,15-24 years,122,336495,36.26,Finland1999,,"135,225,868,315",27800,Generation X
Finland,1999,female,35-54 years,118,783884,15.05,Finland1999,,"135,225,868,315",27800,Boomers
Finland,1999,female,55-74 years,68,522239,13.02,Finland1999,,"135,225,868,315",27800,Silent
Finland,1999,female,25-34 years,36,327315,11.0,Finland1999,,"135,225,868,315",27800,Generation X
Finland,1999,female,15-24 years,19,321801,5.9,Finland1999,,"135,225,868,315",27800,Generation X
Finland,1999,female,75+ years,11,226849,4.85,Finland1999,,"135,225,868,315",27800,G.I. Generation
Finland,1999,female,5-14 years,1,316199,0.32,Finland1999,,"135,225,868,315",27800,Millenials
Finland,1999,male,5-14 years,1,329646,0.3,Finland1999,,"135,225,868,315",27800,Millenials
Finland,2000,male,35-54 years,402,806796,49.83,Finland2000,0.857,"125,539,893,127",25716,Boomers
Finland,2000,male,25-34 years,156,335796,46.46,Finland2000,0.857,"125,539,893,127",25716,Generation X
Finland,2000,male,75+ years,44,104437,42.13,Finland2000,0.857,"125,539,893,127",25716,G.I. Generation
Finland,2000,male,55-74 years,166,462422,35.9,Finland2000,0.857,"125,539,893,127",25716,Silent
Finland,2000,male,15-24 years,105,337152,31.14,Finland2000,0.857,"125,539,893,127",25716,Generation X
Finland,2000,female,55-74 years,84,529071,15.88,Finland2000,0.857,"125,539,893,127",25716,Silent
Finland,2000,female,35-54 years,122,785167,15.54,Finland2000,0.857,"125,539,893,127",25716,Boomers
Finland,2000,female,25-34 years,41,321757,12.74,Finland2000,0.857,"125,539,893,127",25716,Generation X
Finland,2000,female,15-24 years,26,322489,8.06,Finland2000,0.857,"125,539,893,127",25716,Generation X
Finland,2000,female,75+ years,17,231463,7.34,Finland2000,0.857,"125,539,893,127",25716,G.I. Generation
Finland,2000,female,5-14 years,2,315989,0.63,Finland2000,0.857,"125,539,893,127",25716,Millenials
Finland,2000,male,5-14 years,0,329281,0.0,Finland2000,0.857,"125,539,893,127",25716,Millenials
Finland,2001,male,35-54 years,429,800866,53.57,Finland2001,,"129,250,111,857",26383,Boomers
Finland,2001,male,25-34 years,156,332298,46.95,Finland2001,,"129,250,111,857",26383,Generation X
Finland,2001,male,55-74 years,207,479037,43.21,Finland2001,,"129,250,111,857",26383,Silent
Finland,2001,male,75+ years,44,108828,40.43,Finland2001,,"129,250,111,857",26383,Silent
Finland,2001,male,15-24 years,93,335676,27.71,Finland2001,,"129,250,111,857",26383,Millenials
Finland,2001,female,35-54 years,130,780440,16.66,Finland2001,,"129,250,111,857",26383,Boomers
Finland,2001,female,55-74 years,72,541576,13.29,Finland2001,,"129,250,111,857",26383,Silent
Finland,2001,female,75+ years,23,236217,9.74,Finland2001,,"129,250,111,857",26383,Silent
Finland,2001,female,25-34 years,23,317879,7.24,Finland2001,,"129,250,111,857",26383,Generation X
Finland,2001,female,15-24 years,22,321239,6.85,Finland2001,,"129,250,111,857",26383,Millenials
Finland,2001,male,5-14 years,4,329122,1.22,Finland2001,,"129,250,111,857",26383,Millenials
Finland,2001,female,5-14 years,1,315805,0.32,Finland2001,,"129,250,111,857",26383,Millenials
Finland,2002,male,75+ years,57,113353,50.29,Finland2002,,"139,552,983,249",28390,Silent
Finland,2002,male,35-54 years,339,792737,42.76,Finland2002,,"139,552,983,249",28390,Boomers
Finland,2002,male,55-74 years,204,497865,40.97,Finland2002,,"139,552,983,249",28390,Silent
Finland,2002,male,25-34 years,124,329350,37.65,Finland2002,,"139,552,983,249",28390,Generation X
Finland,2002,male,15-24 years,97,333547,29.08,Finland2002,,"139,552,983,249",28390,Millenials
Finland,2002,female,35-54 years,125,773011,16.17,Finland2002,,"139,552,983,249",28390,Boomers
Finland,2002,female,55-74 years,75,557098,13.46,Finland2002,,"139,552,983,249",28390,Silent
Finland,2002,female,25-34 years,30,314846,9.53,Finland2002,,"139,552,983,249",28390,Generation X
Finland,2002,female,75+ years,18,240441,7.49,Finland2002,,"139,552,983,249",28390,Silent
Finland,2002,female,15-24 years,23,319060,7.21,Finland2002,,"139,552,983,249",28390,Millenials
Finland,2002,male,5-14 years,3,328694,0.91,Finland2002,,"139,552,983,249",28390,Millenials
